product_id,product_name,category,material,brand,price_usd,rating,reviews_count,sustainability_label,is_eco_material,is_toxic_material,is_biodegradable,is_recyclable,is_reusable,is_plastic_free,is_organic,is_recycled_material,eco_score,is_sustainable
P000025,Staple-Free Stapler,Office & Stationery,"Abs Plastic, Metal Blade",Kokuyo,10.24,3.6,17634,,1,1,1,1,0,0,0,0,15,0
P000026,Stainless Steel Water Bottle,Kitchen & Dining,18/8 Stainless Steel,Hydro Flask,30.82,4.5,44785,B Corp,1,0,0,1,1,1,0,0,65,1
P000027,Plastic Bath Sponge,Personal Care,"Polyester, Plastic",Generic,1.9,3.6,28909,,1,1,1,0,0,0,0,0,0,0
P000028,Gas Lawn Mower,Garden & Outdoors,"Steel, Aluminum, Gasoline Engine",Honda,377.57,3.2,44931,,1,0,0,1,1,0,0,0,40,1
P000029,Plastic Cling Wrap,Kitchen & Dining,Pvc Plastic,Glad,4.14,4.8,46849,,1,1,1,0,0,0,0,0,0,0
P000030,Chemical Drain Cleaner,Cleaning,"Sodium Hydroxide, Sodium Hypochlorite",Drano,5.71,4.4,33108,,0,0,0,0,0,0,0,0,0,0
P000031,Bamboo T-Shirt,Fashion & Clothing,"95% Bamboo, 5% Spandex",Cariloha,38.11,3.7,15541,Oeko-Tex,1,0,1,0,1,1,0,0,70,1
P000032,Disposable Razor 5Pack,Personal Care,"Plastic, Rubber",Bic,5.01,3.6,45202,,1,0,1,0,0,0,0,0,25,1
P000033,Nylon Dog Leash,Pet Care,"Nylon, Metal Hardware",Ruffwear,27.71,3.2,30234,,0,1,0,1,0,0,0,0,0,0
P000034,Stainless Steel Dog Bowl,Pet Care,18/8 Stainless Steel,Loving Pets,14.09,5.0,12613,,1,0,0,1,1,1,0,0,55,1
P000035,Natural All-Purpose Cleaner Glass,Cleaning,"Vinegar, Essential Oils, Glass Bottle",Branch Basics,14.02,3.4,48338,Ewg Verified,1,0,0,1,1,1,0,0,55,1
P000036,Glass Food Container,Kitchen & Dining,"Borosilicate Glass, Silicone Lid",Pyrex,22.89,4.6,28626,,1,0,0,1,1,1,0,0,55,1
P000037,Electric Lawn Mower,Garden & Outdoors,"Steel, Recycled Plastic",Greenworks,195.74,3.1,25418,Energy Star,1,0,1,1,0,0,0,1,65,1
P000038,Polyester T-Shirt,Fashion & Clothing,100% Polyester,H&M,9.58,4.1,37764,,0,1,0,0,0,0,0,0,0,0
P000039,Plastic Ruler,Office & Stationery,Polystyrene Plastic,Staedtler,2.21,3.7,49573,,1,1,1,0,0,0,0,0,0,0
P000040,Synthetic Pet Bed,Pet Care,"Polyester Fill, Polyester Cover",Furhaven,24.57,4.8,24067,,0,1,0,0,0,0,0,0,0,0
P000041,Terracotta Garden Pot,Garden & Outdoors,Terracotta Clay,Hc Companies,10.41,3.1,43956,,0,0,1,0,0,0,0,0,25,0
P000042,Paper Straw,Kitchen & Dining,"Paper, Food-Safe Coating",Aardvark,3.54,4.6,26264,Fsc Certified,1,0,1,1,0,0,0,0,55,1
P000043,Plastic Shampoo Bottle,Personal Care,Hdpe Plastic,Head & Shoulders,5.99,4.3,32482,,1,0,1,0,0,0,0,0,25,1
P000044,Compostable Trash Bag,Kitchen & Dining,"Pla, Pbat Bioplastic",Biobag,12.54,4.5,2774,Bpi Certified,1,0,1,0,0,0,0,0,35,1
P000045,Synthetic Pet Shampoo,Pet Care,"Synthetic Surfactants, Plastic Bottle",Hartz,6.26,4.6,11337,,1,1,1,0,0,0,0,0,0,0
P000046,Chemical Cleaner Plastic Bottle,Cleaning,"Bleach, Synthetic Chemicals, Plastic",Mr. Clean,4.16,3.4,27636,,1,1,1,0,0,0,0,0,0,0
P000047,Laundry Detergent Strips,Cleaning,"Plant-Based Surfactants, Paper Packaging",Tru Earth,20.54,3.3,18452,Cosmos Natural,1,0,1,1,0,0,1,0,63,1
P000048,Organic Cotton Underwear,Fashion & Clothing,"95% Organic Cotton, 5% Elastane",Pact,19.59,4.5,2146,Gots,1,0,1,0,1,1,1,0,85,1
P000049,Plastic Coffee Bag,Food & Beverage,"Multi-Layer Plastic, Aluminum",Folgers,11.3,3.2,15801,,1,0,1,1,1,0,0,0,65,1
P000050,Recycled Plastic Toothbrush,Personal Care,Recycled Plastic,Renew,4.2,3.1,13073,Grs Certified,1,0,1,1,0,0,0,1,65,1
P000051,Canvas Pencil Case,Office & Stationery,100% Cotton Canvas,Scout,16.7,4.2,48845,,1,0,1,0,1,1,0,0,60,1
P000052,Plastic Toothbrush,Personal Care,Plastic,Colgate,2.09,3.2,45287,,1,0,1,0,0,0,0,0,25,1
P000053,Chemical Mold Remover,Cleaning,"Bleach, Synthetic Biocides, Plastic",Tilex,4.62,3.5,4905,,1,1,1,0,0,0,0,0,0,0
P000054,Bamboo Garden Stakes,Garden & Outdoors,Natural Bamboo,Bamboo Stake Co,6.27,4.8,19975,Fsc Certified,1,0,1,0,1,1,1,0,80,1
P000055,Plastic Teether,Baby & Kids,Bpa-Free Plastic,Nuby,7.55,3.2,46611,,1,1,1,0,0,0,0,0,0,0
P000056,Natural Mold Remover,Cleaning,"Tea Tree Oil, Vinegar",Benefect,16.77,3.7,13008,Ewg Verified,0,0,0,0,0,0,0,0,0,1
P000057,Natural Rubber Teether,Baby & Kids,100% Natural Hevea Rubber,Sophie La Girafe,22.95,3.9,46320,,0,0,0,0,0,0,1,0,10,0
P000058,Electric Razor,Personal Care,"Abs Plastic, Metal",Braun,49.15,4.5,37018,,1,1,1,1,0,0,0,0,15,0
P000059,Single-Use Plastic Bottle,Kitchen & Dining,Pet Plastic,Evian,1.81,4.6,43202,,1,0,1,0,0,0,0,0,25,1
P000060,Plastic Perfume Bottle,Personal Care,"Synthetic Fragrance, Plastic",Axe,14.48,4.9,8094,,1,1,1,0,0,0,0,0,0,0
P000061,Bamboo Razor,Personal Care,"Bamboo, Steel Blade",Jungle Strider,13.41,4.4,8247,Eu Ecolabel,1,0,1,1,1,1,0,0,95,1
P000062,Pvc Garden Hose,Garden & Outdoors,Pvc Plastic,Flexzilla,27.45,4.9,32717,,1,1,1,0,0,0,0,0,0,0
P000063,Plastic Cling Wrap,Kitchen & Dining,Pvc Plastic,Glad,4.0,3.3,1573,,1,1,1,0,0,0,0,0,0,0
P000064,Synthetic Garden Gloves,Garden & Outdoors,"Nylon, Nitrile Coating",Mechanix,11.13,3.9,27526,,0,1,0,1,0,0,0,0,0,0
P000065,Organic Cotton Socks,Fashion & Clothing,"Organic Cotton, Elastane",Thought,11.93,4.9,745,Gots,1,0,1,0,1,1,1,0,85,1
P000066,Synthetic Crayons,Baby & Kids,"Paraffin Wax, Synthetic Pigments, Plastic Box",Crayola,5.56,3.2,22150,,1,1,1,0,0,0,0,0,0,0
P000067,Silk Dental Floss,Personal Care,"Silk, Beeswax",Cocofloss,8.5,4.3,31184,Leaping Bunny,1,0,1,0,0,1,0,0,48,1
P000068,Wooden Crib,Baby & Kids,"Solid Pine Wood, Non-Toxic Paint",Babyletto,415.49,4.1,25418,Greenguard Gold,1,0,1,0,0,1,0,0,40,1
P000069,Eco Kettle,Electronics & Energy,"Stainless Steel, Bpa-Free Plastic",Breville,44.06,4.0,35972,Energy Star,1,1,1,1,1,1,0,0,60,1
P000070,Synthetic Crayons,Baby & Kids,"Paraffin Wax, Synthetic Pigments, Plastic Box",Crayola,5.45,4.9,31862,,1,1,1,0,0,0,0,0,0,0
P000071,Plastic Mop,Cleaning,"Polypropylene, Synthetic Fiber",Swiffer,26.63,4.0,40640,,0,1,0,0,0,0,0,0,0,0
P000072,Plastic Dish Brush,Kitchen & Dining,"Polypropylene, Nylon",Oxo,6.13,4.7,37598,,0,1,0,0,0,0,0,0,0,0
P000073,Gas Lawn Mower,Garden & Outdoors,"Steel, Aluminum, Gasoline Engine",Honda,311.25,4.2,48449,,1,0,0,1,1,0,0,0,40,1
P000074,Natural Beeswax Lip Balm,Healthcare & Wellness,"Beeswax, Shea Butter, Vitamin E",Burt'S Bees,4.41,3.3,47723,,1,0,1,0,0,1,0,0,40,1
P000075,Bamboo Silk Floss Glass Jar,Healthcare & Wellness,"Silk Fiber, Beeswax, Glass Jar",Radius,8.83,3.6,49332,Leaping Bunny,1,0,1,1,1,1,0,0,88,1
P000076,Organic Cotton T-Shirt,Fashion & Clothing,100% Organic Cotton,Patagonia,34.78,3.7,17751,Gots,1,0,1,0,1,1,1,0,85,1
P000077,Acrylic Sweater,Fashion & Clothing,100% Acrylic,Zara,33.29,4.0,21306,,0,0,0,0,0,0,0,0,0,0
P000078,Standard Electric Kettle,Electronics & Energy,"Plastic, Stainless Steel Element",Hamilton Beach,26.43,4.1,21640,,1,0,1,1,1,1,0,0,80,1
P000079,Recycled Paper Towel,Kitchen & Dining,100% Recycled Paper,Seventh Generation,5.88,4.2,38675,Fsc Certified,1,0,1,1,0,0,0,1,65,1
P000080,Recycled Fleece Jacket,Fashion & Clothing,100% Recycled Polyester,Patagonia,133.81,4.9,17283,Grs Certified,1,1,0,1,0,0,0,1,10,1
P000081,Nylon Toothbrush,Personal Care,Nylon,Oral-B,2.39,4.5,14723,,0,1,0,0,0,0,0,0,0,0
P000082,Plastic Landscape Fabric,Garden & Outdoors,Polypropylene Plastic,Dewitt,14.14,3.7,758,,1,1,1,0,0,0,0,0,0,0
P000083,Organic Cotton Baby Onesie,Baby & Kids,100% Organic Cotton,Burt'S Bees Baby,16.22,5.0,12446,Gots,1,0,1,0,1,1,1,0,85,1
P000084,Synthetic Aloe Vera Gel Plastic,Healthcare & Wellness,"Aloe Vera Extract, Carbomer, Plastic",Banana Boat,6.23,4.5,19389,,1,0,1,0,0,0,0,0,25,1
P000085,Laundry Detergent Strips,Cleaning,"Plant-Based Surfactants, Paper Packaging",Tru Earth,20.62,3.7,22929,Cosmos Natural,1,0,1,1,0,0,1,0,63,1
P000086,Dish Soap Bar,Cleaning,"Plant-Based Oils, Cardboard Packaging",Zero Waste Chef,9.79,4.9,21659,Cosmos Natural,1,0,1,1,0,0,1,0,63,1
P000087,Nylon Dog Leash,Pet Care,"Nylon, Metal Hardware",Ruffwear,23.0,3.9,29190,,0,1,0,1,0,0,0,0,0,0
P000088,Aluminum Deodorant,Personal Care,"Aluminum, Plastic",Sure,3.54,4.0,39598,,1,0,1,1,1,0,0,0,65,1
P000089,Deet Insect Repellent Plastic,Healthcare & Wellness,"Deet, Synthetic Chemicals, Plastic",Off!,8.01,4.2,4192,,1,1,1,0,0,0,0,0,0,0
P000090,Cfl Bulb,Electronics & Energy,"Glass, Mercury, Phosphor",Ge,6.03,4.3,25105,,1,0,0,1,1,1,0,0,55,1
P000091,Electric Lawn Mower,Garden & Outdoors,"Steel, Recycled Plastic",Greenworks,210.55,4.6,42956,Energy Star,1,0,1,1,0,0,0,1,65,1
P000092,Glass Water Bottle,Kitchen & Dining,"Borosilicate Glass, Silicone Sleeve",Lifefactory,30.4,4.4,4457,,1,0,0,1,1,1,0,0,55,1
P000093,Wooden Cutting Board,Kitchen & Dining,Acacia Wood,Boardsmith,43.88,3.0,21480,Fsc Certified,1,0,1,0,0,1,0,0,50,1
P000094,Organic Denim Jeans,Fashion & Clothing,100% Organic Cotton Denim,Nudie Jeans,146.82,5.0,25418,Gots,1,0,1,0,1,1,1,0,85,1
P000095,Bamboo Silk Floss Glass Jar,Healthcare & Wellness,"Silk Fiber, Beeswax, Glass Jar",Radius,8.55,4.7,16539,Leaping Bunny,1,0,1,1,1,1,0,0,88,1
P000096,Recycled Cotton Tote,Fashion & Clothing,100% Recycled Cotton,Baggu,14.0,4.8,15700,Grs Certified,1,0,1,1,1,1,0,1,100,1
P000097,Cork Laptop Sleeve,Electronics & Energy,"Natural Cork, Cotton Lining",Corkor,34.13,3.3,2271,,1,0,1,0,1,1,1,0,70,1
P000098,Bamboo Garden Gloves,Garden & Outdoors,"Bamboo Fiber, Natural Rubber Grip",Foxgloves,13.89,4.2,33501,,1,0,1,0,1,1,1,0,70,1
P000099,Disposable Diaper,Baby & Kids,"Polypropylene, Polyethylene, Sap",Pampers,0.32,4.8,39064,,0,1,0,0,0,0,0,0,0,0
P000100,Bamboo Garden Stakes,Garden & Outdoors,Natural Bamboo,Bamboo Stake Co,6.95,4.4,2632,Fsc Certified,1,0,1,0,1,1,1,0,80,1
P000101,Plastic Phone Case,Electronics & Energy,Polycarbonate Plastic,Otterbox,18.83,4.5,20253,,1,1,1,0,0,0,0,0,0,0
P000102,Incandescent Bulb,Electronics & Energy,"Glass, Tungsten Filament",Ge,3.04,4.4,8549,,1,0,0,1,1,1,0,0,55,1
P000103,Plastic Tea Bags,Food & Beverage,"Polypropylene, Paper, Tea",Lipton,4.56,4.9,13473,,1,1,1,1,0,0,0,0,15,0
P000104,Conventional Denim Jeans,Fashion & Clothing,"98% Cotton, 2% Elastane",Levi'S,63.05,3.8,21476,,1,0,1,0,1,1,0,0,60,1
P000105,Chemical Mold Remover,Cleaning,"Bleach, Synthetic Biocides, Plastic",Tilex,4.98,3.8,12501,,1,1,1,0,0,0,0,0,0,0
P000106,Cardboard Cereal Box,Food & Beverage,"Recycled Cardboard, Paper Lining",Kashi,5.63,4.8,49933,Fsc Certified,1,0,1,1,0,0,0,1,65,1
P000107,Bamboo T-Shirt,Fashion & Clothing,"95% Bamboo, 5% Spandex",Cariloha,36.26,4.6,31939,Oeko-Tex,1,0,1,0,1,1,0,0,70,1
P000108,Glass Baby Bottle,Baby & Kids,"Borosilicate Glass, Silicone Sleeve",Dr. Brown'S,12.17,3.7,27560,,1,0,0,1,1,1,0,0,55,1
P000109,Wood Chip Mulch,Garden & Outdoors,Natural Wood Chips,Back To Nature,8.85,3.2,25418,,1,0,1,0,0,1,1,0,50,1
P000110,Plastic Cereal Bag,Food & Beverage,Bopp Plastic,Lucky Charms,5.56,4.4,31542,,1,0,1,0,0,0,0,0,25,1
P000111,Wooden Cutting Board,Kitchen & Dining,Acacia Wood,Boardsmith,49.24,3.4,3891,Fsc Certified,1,0,1,0,0,1,0,0,50,1
P000112,Plastic Honey Bottle,Food & Beverage,Hdpe Plastic,Sue Bee,6.54,4.5,25418,,1,0,1,0,0,0,0,0,25,1
P000113,Organic Cotton T-Shirt,Fashion & Clothing,100% Organic Cotton,Patagonia,34.97,3.9,8289,Gots,1,0,1,0,1,1,1,0,85,1
P000114,Plastic Juice Bottle,Food & Beverage,Pet Plastic,Tropicana,4.17,4.7,49300,,1,0,1,0,0,0,0,0,25,1
P000115,Organic Cotton Underwear,Fashion & Clothing,"95% Organic Cotton, 5% Elastane",Pact,18.08,5.0,36045,Gots,1,0,1,0,1,1,1,0,85,1
P000116,Loose Leaf Tea Tin,Food & Beverage,"Steel Tin, Loose Leaf Tea",Harney & Sons,18.21,3.3,33530,Rainforest Alliance,0,0,0,1,0,0,0,0,20,1
P000117,Cork Laptop Sleeve,Electronics & Energy,"Natural Cork, Cotton Lining",Corkor,34.13,3.8,1636,,1,0,1,0,1,1,1,0,70,1
P000118,Plastic Dish Sponge,Kitchen & Dining,"Polyurethane, Polyester",Scotch-Brite,2.94,3.4,25356,,0,1,0,0,0,0,0,0,0,0
P000119,Plastic Shampoo Bottle,Personal Care,Hdpe Plastic,Head & Shoulders,5.32,4.9,29818,,1,0,1,0,0,0,0,0,25,1
P000120,Bamboo Razor,Personal Care,"Bamboo, Steel Blade",Jungle Strider,14.68,3.4,41740,Eu Ecolabel,1,0,1,1,1,1,0,0,95,1
P000121,Plastic Shampoo Bottle,Personal Care,Hdpe Plastic,Head & Shoulders,5.0,4.7,19554,,1,0,1,0,0,0,0,0,25,1
P000122,Bamboo Pen,Office & Stationery,"Bamboo Barrel, Recycled Ink Cartridge",Bambu,4.78,4.4,10825,Fsc Certified,1,0,1,1,1,1,0,1,100,1
P000123,Nylon Dog Leash,Pet Care,"Nylon, Metal Hardware",Ruffwear,23.72,3.9,42604,,0,1,0,1,0,0,0,0,0,0
P000124,Single-Use Water Bottle,Food & Beverage,Pet Plastic,Dasani,1.61,4.2,23833,,1,0,1,0,0,0,0,0,25,1
P000125,Bamboo Garden Stakes,Garden & Outdoors,Natural Bamboo,Bamboo Stake Co,7.3,4.8,24801,Fsc Certified,1,0,1,0,1,1,1,0,80,1
P000126,Reusable Water Filter,Food & Beverage,"Bpa-Free Plastic, Carbon Filter",Brita,31.6,4.6,9938,,1,1,1,0,0,0,0,0,0,0
P000127,Coconut Fiber Scrub Pad,Cleaning,"Coconut Coir, Natural Fiber",Ecoscrub,5.97,4.6,19061,Cosmos Natural,1,0,1,0,0,0,1,0,43,1
P000128,Cloth Dish Towel,Kitchen & Dining,100% Cotton,Williams-Sonoma,14.71,4.7,40217,,1,0,1,0,1,1,0,0,60,1
P000129,Reusable Coffee Filter,Kitchen & Dining,Organic Cotton,Coffeesock,8.88,4.7,25418,Gots,1,0,1,0,1,1,1,0,85,1
P000130,Chemical Mold Remover,Cleaning,"Bleach, Synthetic Biocides, Plastic",Tilex,5.09,4.6,19477,,1,1,1,0,0,0,0,0,0,0
P000131,Reusable Travel Mug,Kitchen & Dining,"Stainless Steel, Plastic Lid",Yeti,31.89,4.9,10450,,1,0,1,1,1,1,0,0,80,1
P000132,Plastic Olive Oil Bottle,Food & Beverage,Pet Plastic,Generic,8.46,3.5,31179,,1,0,1,0,0,0,0,0,25,1
P000133,Cardboard Cereal Box,Food & Beverage,"Recycled Cardboard, Paper Lining",Kashi,6.23,3.8,46028,Fsc Certified,1,0,1,1,0,0,0,1,65,1
P000134,Organic Cotton T-Shirt,Fashion & Clothing,100% Organic Cotton,Patagonia,34.15,4.4,14553,Gots,1,0,1,0,1,1,1,0,85,1
P000135,Solar Powered Garden Light,Electronics & Energy,"Stainless Steel, Solar Panel",Gigalumi,30.66,3.1,11938,,1,0,0,1,1,1,0,0,55,1
P000136,Vegan Sneakers,Fashion & Clothing,"Recycled Pet, Natural Rubber Sole",Veja,137.27,4.2,460,Fair Trade,1,0,1,1,1,1,1,1,100,1
P000137,Conventional Denim Jeans,Fashion & Clothing,"98% Cotton, 2% Elastane",Levi'S,63.05,3.6,43817,,1,0,1,0,1,1,0,0,60,1
P000138,Leather Sneakers,Fashion & Clothing,Full Grain Leather,Nike,79.49,4.0,12512,,0,0,0,0,0,0,0,0,0,0
P000139,Plastic Mechanical Pencil,Office & Stationery,"Abs Plastic, Metal Tip",Pentel,4.13,3.9,6111,,1,1,1,1,0,0,0,0,15,0
P000140,Recycled Polyester Hoodie,Fashion & Clothing,100% Recycled Polyester,Adidas,69.89,3.4,24970,Grs Certified,1,1,0,1,0,0,0,1,10,1
P000141,Deodorant Crystal,Personal Care,Potassium Alum,Thai Crystal,7.66,4.4,37150,Cosmos Natural,0,0,0,0,0,0,0,0,8,1
P000142,Charcoal Toothbrush,Personal Care,"Bamboo, Charcoal Bristles",Charcoalco,5.42,4.0,31374,Gots,1,0,1,0,1,1,0,0,75,1
P000143,Plastic Mechanical Pencil,Office & Stationery,"Abs Plastic, Metal Tip",Pentel,3.83,3.6,11288,,1,1,1,1,0,0,0,0,15,0
P000144,Natural Rubber Bath Toy,Baby & Kids,100% Natural Hevea Rubber,Hevea,13.75,4.7,20035,,0,0,0,0,0,0,1,0,10,0
P000145,Organic Compost Fertilizer,Garden & Outdoors,"Compost, Worm Castings",Dr. Earth,17.3,4.1,25418,Omri Listed,0,0,0,1,0,0,0,0,28,1
P000146,Ceramic Pan,Kitchen & Dining,"Aluminum, Ceramic Coating",Greenpan,46.01,4.0,24311,,1,0,0,1,1,1,0,0,55,1
P000147,Synthetic Baby Mattress,Baby & Kids,"Polyurethane Foam, Polyester Cover",Graco,82.08,3.3,19907,,0,1,0,0,0,0,0,0,0,0
P000148,Plastic Mechanical Pencil,Office & Stationery,"Abs Plastic, Metal Tip",Pentel,3.52,4.2,27607,,1,1,1,1,0,0,0,0,15,0
P000149,Bamboo Garden Gloves,Garden & Outdoors,"Bamboo Fiber, Natural Rubber Grip",Foxgloves,15.25,4.7,30613,,1,0,1,0,1,1,1,0,70,1
P000150,Organic Cotton Tote Bag,Food & Beverage,100% Organic Cotton,Baggu,13.91,4.9,14617,Gots,1,0,1,0,1,1,1,0,85,1
P000151,Canvas Pencil Case,Office & Stationery,100% Cotton Canvas,Scout,16.41,3.8,30573,,1,0,1,0,1,1,0,0,60,1
P000152,Plastic Scrub Pad,Cleaning,"Nylon, Polyester",Scotch-Brite,3.04,4.9,31601,,0,1,0,0,0,0,0,0,0,0
P000153,Cloth Dish Towel,Kitchen & Dining,100% Cotton,Williams-Sonoma,15.78,3.8,8503,,1,0,1,0,1,1,0,0,60,1
P000154,Recycled Fleece Jacket,Fashion & Clothing,100% Recycled Polyester,Patagonia,133.06,4.2,16504,Grs Certified,1,1,0,1,0,0,0,1,10,1
P000155,Glass Perfume Bottle,Personal Care,"Natural Oils, Glass",Phlur,83.29,3.8,44519,Cosmos Natural,1,0,0,1,1,1,1,0,73,1
P000156,Compostable Trash Bag,Kitchen & Dining,"Pla, Pbat Bioplastic",Biobag,13.7,4.6,46617,Bpi Certified,1,0,1,0,0,0,0,0,35,1
P000157,Plastic Vitamin Bottle,Healthcare & Wellness,"Hdpe Plastic, Cotton Filler",Centrum,15.08,3.4,33966,,1,0,1,0,1,1,0,0,60,1
P000158,Reusable Travel Mug,Kitchen & Dining,"Stainless Steel, Plastic Lid",Yeti,29.76,4.9,25418,,1,0,1,1,1,1,0,0,80,1
P000159,Bamboo Dish Brush,Kitchen & Dining,"Bamboo, Plant Fiber Bristles",Full Circle,6.16,4.2,10760,Fsc Certified,1,0,1,0,1,1,0,0,70,1
P000160,Virgin Plastic Planter,Garden & Outdoors,Virgin Hdpe Plastic,Classic Home,13.23,3.8,20324,,1,0,1,0,0,0,0,0,25,1
P000161,Aerosol Deodorant,Personal Care,"Aerosol, Aluminum Chloride",Dove,5.38,4.5,4727,,1,1,0,1,1,0,0,0,10,0
P000162,Reusable Travel Mug,Kitchen & Dining,"Stainless Steel, Plastic Lid",Yeti,33.17,4.7,26272,,1,0,1,1,1,1,0,0,80,1
P000163,Compostable Coffee Bag,Food & Beverage,"Kraft Paper, Pla Lining",Counter Culture,16.97,3.6,46259,Bpi Certified,1,0,1,1,0,0,0,0,55,1
P000164,Hemp Dog Collar,Pet Care,"Hemp Fiber, Natural Dye",Earthdog,22.31,4.1,47390,,1,0,1,0,0,1,1,0,50,1
P000165,Aerosol Deodorant,Personal Care,"Aerosol, Aluminum Chloride",Dove,5.45,3.8,45385,,1,1,0,1,1,0,0,0,10,0
P000166,Single-Use Water Bottle,Food & Beverage,Pet Plastic,Dasani,1.52,4.6,6805,,1,0,1,0,0,0,0,0,25,1
P000167,Stainless Steel Kids Lunchbox,Baby & Kids,18/8 Stainless Steel,Planetbox,43.04,3.8,36389,,1,0,0,1,1,1,0,0,55,1
P000168,Wooden Spoon Set,Kitchen & Dining,Beechwood,Oxo,12.14,4.0,16944,Fsc Certified,1,0,1,0,0,1,0,0,50,1
P000169,Plastic Kids Lunchbox,Baby & Kids,Bpa-Free Plastic,Bentgo,20.66,3.7,12982,,1,1,1,0,0,0,0,0,0,0
P000170,Bamboo Leggings,Fashion & Clothing,"72% Bamboo, 28% Nylon",Boody,49.23,4.5,8893,Oeko-Tex,1,1,1,0,1,1,0,0,40,1
P000171,Deodorant Crystal,Personal Care,Potassium Alum,Thai Crystal,7.04,3.4,28582,Cosmos Natural,0,0,0,0,0,0,0,0,8,1
P000172,Plastic Razor,Personal Care,"Plastic, Steel Blade",Gillette,5.38,4.9,16889,,1,0,1,1,0,0,0,0,45,1
P000173,Beeswax Wrap,Kitchen & Dining,"Beeswax, Organic Cotton",Bee'S Wrap,14.84,3.8,45886,Gots,1,0,1,0,1,1,1,0,85,1
P000174,Natural Mold Remover,Cleaning,"Tea Tree Oil, Vinegar",Benefect,14.6,3.0,18835,Ewg Verified,0,0,0,0,0,0,0,0,0,1
P000175,Single-Use Water Bottle,Food & Beverage,Pet Plastic,Dasani,1.37,4.4,23235,,1,0,1,0,0,0,0,0,25,1
